Type,ID,Lat,Lon,Alt,Speed/Weight,Radius,1,20,0
P,1,32.1038912261149,35.20699924989547,0.0,10.0,1.0
F,0,32.10447009936512,35.20799300018584,0.0,1.0
F,1,32.104762143527395,35.20826330026482,0.0,1.0
F,2,32.10512719873024,35.20892315045762,0.0,1.0
F,3,32.105455748412794,35.20939220059467,0.0,1.0
F,4,32.10492381083151,35.21055290093382,0.0,1.0
F,5,32.10459526114895,35.20982150072011,0.0,1.0
F,6,32.10418327027717,35.20924115055053,0.0,1.0
F,7,32.10357832165532,35.20882775042974,0.0,1.0
F,8,32.10262917812793,35.20876415041116,0.0,1.0
F,9,32.1021493912899,35.20928885056448,0.0,1.0
F,10,32.10225369277643,35.21006795079212,0.0,1.0
F,11,32.10300987855375,35.20981355071779,0.0,1.0
F,12,32.10366697791886,35.21000435077354,0.0,1.0
F,13,32.10406853864199,35.2108232010128,0.0,1.0
F,14,32.10430321698668,35.21144330119399,0.0,1.0
F,15,32.10492902590584,35.211459201198636,0.0,1.0
F,16,32.103875580891916,35.20776245011847,0.0,1.0
F,17,32.10327584734439,35.20773065010918,0.0,1.0
F,18,32.102597887681966,35.20753985005343,0.0,1.0
F,19,32.10245186560083,35.207444450025555,0.0,1.0
