Type,ID,Lat,Lon,Alt,Speed/Weight,Radius,2,18,0
P,2,32.10251444649275,35.207444450025555,0.0,10.0,1.0
P,3,32.104647411892216,35.207881700153315,0.0,10.0,1.0
F,20,32.10493945605449,35.20907420050175,0.0,1.0
F,21,32.10437622802725,35.20826330026482,0.0,1.0
F,22,32.10464219681789,35.208605150364704,0.0,1.0
F,23,32.10521585499379,35.207881700153315,0.0,1.0
F,24,32.104835154567965,35.20711849993032,0.0,1.0
F,25,32.10440230339888,35.20740470001394,0.0,1.0
F,26,32.10263439320225,35.207738600111504,0.0,1.0
F,27,32.102378854560264,35.20759550006969,0.0,1.0
F,28,32.10241536008054,35.20686409985598,0.0,1.0
F,29,32.102931652438855,35.20707079991637,0.0,1.0
F,30,32.102759554986086,35.20762730007898,0.0,1.0
F,31,32.102639608276576,35.20711054992799,0.0,1.0
F,32,32.102378854560264,35.20807250020906,0.0,1.0
F,33,32.102290198296714,35.207182099948895,0.0,1.0
F,34,32.1044857445881,35.20786580014867,0.0,1.0
F,35,32.104788218899024,35.208040700199774,0.0,1.0
F,36,32.10481429427066,35.20826330026482,0.0,1.0
F,37,32.1048820902369,35.20752395004878,0.0,1.0
