Type,ID,Lat,Lon,Alt,Speed/Weight,Radius,3,17,7
P,10,32.10332799808765,35.20533769940998,0.0,10.0,1.0
P,11,32.102942082587504,35.209646600669004,0.0,10.0,1.0
P,12,32.104689132486826,35.209352450583054,0.0,10.0,1.0
F,45,32.10538273737223,35.20820765024855,0.0,1.0
F,46,32.105356662000595,35.20972610069224,0.0,1.0
F,47,32.10535144692627,35.21126840114288,0.0,1.0
F,48,32.10331235286468,35.211332001161466,0.0,1.0
F,49,32.102827350952325,35.211324051159146,0.0,1.0
F,50,32.102822135878,35.21029055085716,0.0,1.0
F,51,32.10307767451999,35.210918601040675,0.0,1.0
F,52,32.10338536390524,35.21040185088968,0.0,1.0
F,53,32.10306724437134,35.210179250824645,0.0,1.0
F,54,32.103583536729644,35.21093450104532,0.0,1.0
F,55,32.1045848310003,35.210465450908266,0.0,1.0
F,56,32.10460569129761,35.209773800706174,0.0,1.0
F,57,32.10457440085165,35.203866948980234,0.0,1.0
F,58,32.10421456072313,35.203835148970946,0.0,1.0
F,59,32.10390165626355,35.2038192489663,0.0,1.0
F,60,32.10415719490554,35.2040974990476,0.0,1.0
F,61,32.10437622802725,35.20408159904296,0.0,1.0
B,5,32.1021493912899,35.20281754867361,0.0,32.105414027818185,35.203302498815304,0.0,1.0
B,6,32.10488730531123,35.20263469862018,0.0,32.10521585499379,35.211188901119655,0.0,1.0
B,7,32.10225369277643,35.21153870122186,0.0,32.105471393635774,35.21160230124045,0.0,1.0
B,8,32.102217187256144,35.20243594856211,0.0,32.10251444649275,35.21185670131478,0.0,1.0
B,9,32.104178055202844,35.20626784968176,0.0,32.10435015265561,35.21191235133104,0.0,1.0
B,10,32.10363568747291,35.20494814929616,0.0,32.105419242892516,35.20556029947502,0.0,1.0
B,11,32.10217025158721,35.20419289907547,0.0,32.10392773163518,35.20461424919859,0.0,1.0
